timestamp,gasX,gasY,gasZ
295500,0.115087,0.112607,0.112293
295600,0.105131,0.107705,0.100283
295700,0.134771,0.139961,0.133074
295800,0.130621,0.129232,0.130385
295900,0.112703,0.102753,0.114883
296000,0.138138,0.141521,0.135430
296100,0.125167,0.124107,0.124289
296200,0.110563,0.110854,0.109304
296300,0.123628,0.124234,0.128508
296400,0.102913,0.100166,0.104843
296500,0.114203,0.112245,0.109800
296600,0.132571,0.126068,0.130100
296700,0.120519,0.115591,0.118491
296800,0.115969,0.113542,0.120513
296900,0.107378,0.104893,0.103980
297000,0.107661,0.105748,0.107993
297100,0.139596,0.138916,0.138159
297200,0.122675,0.127162,0.118160
297300,0.116666,0.111634,0.114875
297400,0.111306,0.114885,0.112268
297500,0.125229,0.127431,0.124769
297600,0.131705,0.134794,0.137541
297700,0.112218,0.116016,0.121710
297800,0.113018,0.110004,0.110864
297900,0.125616,0.124950,0.122933
298000,0.118823,0.122928,0.125011
298100,0.109962,0.105870,0.108986
298200,0.107357,0.106567,0.108726
298300,0.113642,0.113793,0.116081
298400,0.114019,0.111625,0.116076
298500,0.136920,0.137514,0.138842
298600,0.127863,0.122248,0.123345
298700,0.134929,0.133556,0.133994
298800,0.139468,0.130958,0.129730
298900,0.096358,0.093990,0.092668
299000,0.132308,0.136033,0.132679
299100,0.139239,0.139427,0.134123
299200,0.105739,0.107514,0.110870
299300,0.122577,0.128108,0.127202
299400,0.127214,0.133956,0.126741
299500,0.130364,0.126524,0.135309
299600,0.132567,0.132614,0.124815
299700,0.102613,0.099124,0.102278
299800,0.131426,0.133074,0.127930
299900,0.130199,0.134418,0.136584
300000,0.102978,0.102026,0.098082
300100,0.117805,0.114204,0.109597
300200,0.116247,0.114882,0.116976
300300,0.130746,0.123671,0.128629
300400,0.113499,0.115180,0.118345
300500,0.122128,0.125484,0.123350
300600,0.134178,0.139210,0.140591
300700,0.134204,0.137369,0.132708
300800,0.107078,0.106694,0.108298
300900,0.120587,0.122870,0.121192
301000,0.117328,0.121138,0.115948
301100,0.130444,0.133735,0.126785
301200,0.114255,0.116080,0.111851
301300,0.127736,0.130139,0.128076
301400,0.106638,0.105882,0.109709
301500,0.117623,0.124857,0.121897
301600,0.101185,0.103367,0.103009
301700,0.117212,0.120076,0.111663
301800,0.123568,0.124426,0.128984
301900,0.117217,0.119045,0.121780
302000,0.110256,0.108010,0.105366
302100,0.123880,0.124141,0.125942
302200,0.110116,0.114308,0.112280
302300,0.155536,0.153149,0.158191
302400,0.112249,0.114077,0.112454
302500,0.111459,0.118778,0.115326
302600,0.132669,0.130029,0.129412
302700,0.107021,0.105943,0.111405
302800,0.115993,0.121720,0.118760
302900,0.128799,0.126161,0.131985
303000,0.119015,0.120525,0.122635
303100,0.095689,0.107496,0.097005
303200,0.113222,0.115544,0.116141
303300,0.130879,0.131273,0.131726
303400,0.098696,0.101651,0.104219
303500,0.100391,0.100578,0.103457
303600,0.116326,0.117287,0.117239
303700,0.145008,0.148333,0.142285
303800,0.105995,0.105347,0.110142
303900,0.126120,0.125835,0.122479
304000,0.122970,0.116180,0.119449
304100,0.098878,0.101564,0.102767
304200,0.129093,0.125692,0.131607
304300,0.107328,0.108875,0.113608
304400,0.110573,0.107269,0.103361
304500,0.094837,0.097413,0.096264
304600,0.126347,0.130861,0.124685
304700,0.132552,0.130103,0.132617
304800,0.138572,0.141762,0.141326
304900,0.125512,0.125304,0.128326
305000,0.118513,0.117425,0.116350
305100,0.128221,0.124727,0.124112
305200,0.122446,0.120455,0.118688
305300,0.119432,0.118837,0.122674
305400,0.115486,0.109551,0.110815
305500,0.112560,0.106338,0.108245
305600,0.129605,0.126575,0.128565
305700,0.119850,0.123861,0.115207
305800,0.135345,0.135794,0.131280
305900,0.122209,0.121848,0.123493
306000,0.114351,0.113356,0.110246
306100,0.121525,0.120931,0.122887
306200,0.113913,0.116031,0.119622
306300,0.112392,0.109023,0.110894
306400,0.120531,0.124679,0.121701
306500,0.120467,0.118765,0.118402
306600,0.123242,0.120544,0.122367
306700,0.121448,0.119976,0.118387
306800,0.112318,0.111970,0.109361
306900,0.121838,0.127333,0.130776
307000,0.126255,0.123614,0.128076
307100,0.116529,0.118745,0.123707
307200,0.130766,0.125265,0.130664
307300,0.136868,0.135401,0.139996
307400,0.124500,0.122280,0.123184
307500,0.109752,0.108784,0.101072
307600,0.115094,0.114432,0.118257
307700,0.131167,0.129461,0.129342
307800,0.135429,0.133657,0.135480
307900,0.124932,0.122764,0.123719
308000,0.117737,0.115326,0.119768
308100,0.110465,0.112462,0.110188
308200,0.114954,0.118871,0.110479
308300,0.099146,0.097861,0.104531
308400,0.107209,0.107021,0.104118
308500,0.133828,0.134096,0.128255
308600,0.118728,0.121864,0.116092
308700,0.113109,0.115606,0.113278
308800,0.137133,0.136148,0.134002
308900,0.127575,0.123026,0.126959
309000,0.113882,0.108917,0.115586
309100,0.130755,0.130752,0.132892
309200,0.108826,0.106892,0.108006
309300,0.127700,0.126697,0.121594
309400,0.132383,0.124131,0.128894
309500,0.129933,0.125012,0.136482
309600,0.132930,0.130038,0.125990
309700,0.122882,0.116954,0.123025
309800,0.111834,0.118650,0.109208
309900,0.106934,0.106872,0.105929
310000,0.138879,0.134536,0.127307
310100,0.126392,0.126851,0.136467
310200,0.121191,0.118044,0.118078
310300,0.115120,0.116672,0.114102
310400,0.113114,0.116055,0.121279
310500,0.135453,0.135014,0.137904
310600,0.095323,0.096597,0.104374
310700,0.123887,0.127956,0.126911
310800,0.118087,0.118732,0.117002
310900,0.144592,0.141863,0.149840
311000,0.130142,0.131823,0.129164
311100,0.134237,0.135022,0.130726
311200,0.119386,0.117913,0.118559
311300,0.112484,0.117421,0.110473
311400,0.116086,0.116343,0.117445
311500,0.113522,0.113530,0.110017
311600,0.123137,0.121418,0.126730
311700,0.143583,0.141699,0.142636
311800,0.111215,0.112943,0.107455
311900,0.113733,0.113761,0.109473
312000,0.119108,0.118232,0.113885
312100,0.118321,0.118901,0.119554
312200,0.091719,0.091336,0.091498
312300,0.104631,0.110497,0.113103
312400,0.131123,0.127704,0.129613
312500,0.125668,0.120559,0.113238
312600,0.111027,0.107685,0.105474
312700,0.114822,0.120281,0.119914
312800,0.113092,0.115838,0.116818
312900,0.112714,0.118262,0.120142
313000,0.121986,0.121467,0.119651
313100,0.109369,0.099849,0.108059
313200,0.122858,0.120226,0.120790
313300,0.130270,0.129014,0.129114
313400,0.118934,0.118038,0.116349
313500,0.126302,0.125210,0.123806
313600,0.090842,0.091764,0.092240
313700,0.126548,0.122093,0.130745
313800,0.135587,0.135761,0.132224
313900,0.127722,0.130663,0.128875
314000,0.130471,0.127457,0.128360
314100,0.107986,0.112294,0.105116
314200,0.119458,0.114679,0.114242
314300,0.104901,0.109658,0.114338
314400,0.115883,0.112735,0.117261
314500,0.114261,0.112499,0.120567
314600,0.129599,0.129856,0.126386
314700,0.122238,0.123063,0.118594
314800,0.111210,0.117339,0.119723
314900,0.126560,0.130163,0.127853
315000,0.119625,0.120746,0.116118
315100,0.125052,0.127154,0.123698
315200,0.111163,0.112179,0.112709
315300,0.141615,0.150388,0.149744
315400,0.122893,0.122313,0.120554
315500,0.121739,0.121687,0.117017
315600,0.127306,0.131280,0.133625
315700,0.116009,0.116762,0.113361
315800,0.132096,0.133829,0.132350
315900,0.108222,0.105888,0.103550
316000,0.111269,0.110781,0.109239
316100,0.124837,0.124171,0.123498
316200,0.127210,0.124423,0.127258
316300,0.125829,0.129337,0.124578
316400,0.115599,0.115260,0.114430
316500,0.138362,0.138346,0.137815
316600,0.121191,0.118367,0.115704
316700,0.130106,0.132600,0.135579
316800,0.130105,0.130932,0.131218
316900,0.096473,0.100317,0.104118
317000,0.102125,0.109695,0.106985
317100,0.124912,0.126214,0.120473
317200,0.131254,0.131560,0.133897
317300,0.138323,0.135931,0.133178
317400,0.129668,0.125450,0.127521
317500,0.130219,0.126997,0.135649
317600,0.135818,0.133608,0.139178
317700,0.117861,0.115572,0.114435
317800,0.112868,0.118534,0.116416
317900,0.112267,0.108626,0.110313
318000,0.113488,0.110745,0.116649
318100,0.136198,0.130542,0.124600
318200,0.115141,0.120221,0.115262
318300,0.110614,0.110773,0.108876
318400,0.114192,0.113794,0.112400
318500,0.116028,0.119996,0.118525
318600,0.118575,0.114931,0.113453
318700,0.126292,0.122554,0.127700
318800,0.108896,0.108722,0.114614
318900,0.115016,0.119419,0.117314
319000,0.131886,0.127645,0.128214
319100,0.111594,0.110531,0.106862
319200,0.120519,0.123140,0.118935
319300,0.137511,0.138500,0.129474
319400,0.108959,0.110748,0.103000
319500,0.097746,0.102903,0.104611
319600,0.127622,0.120215,0.124882
319700,0.119271,0.121172,0.121011
319800,0.111253,0.110860,0.111049
319900,0.131819,0.137860,0.135018
320000,0.112916,0.115487,0.107921
320100,0.114516,0.114238,0.106148
320200,0.114838,0.112104,0.112698
320300,0.122928,0.119660,0.132289
320400,0.117795,0.117579,0.117825
320500,0.123691,0.122270,0.128659
320600,0.112506,0.110068,0.111638
320700,0.128608,0.125766,0.125260
320800,0.127163,0.127130,0.123077
320900,0.120922,0.119456,0.115752
321000,0.135047,0.133371,0.130476
321100,0.130865,0.128833,0.132897
321200,0.134681,0.139074,0.138385
321300,0.133221,0.122907,0.119018
321400,0.110892,0.116025,0.108797
321500,0.124993,0.121811,0.126888
321600,0.135209,0.132595,0.129892
321700,0.114298,0.122845,0.116653
321800,0.110005,0.105854,0.108959
321900,0.128292,0.122318,0.133873
322000,0.114984,0.116977,0.118192
322100,0.115070,0.122662,0.117233
322200,0.122369,0.117544,0.113761
322300,0.127707,0.129149,0.131437
322400,0.128491,0.128266,0.123469
322500,0.127914,0.127304,0.124927
322600,0.112728,0.113962,0.108694
322700,0.115040,0.108862,0.112892
322800,0.116268,0.112035,0.113831
322900,0.129349,0.130409,0.131060
323000,0.123166,0.123835,0.120261
323100,0.099031,0.094373,0.097398
323200,0.122275,0.126816,0.125318
323300,0.129984,0.127124,0.126908
323400,0.143017,0.137274,0.140212
323500,0.129273,0.132207,0.126919
323600,0.111609,0.112428,0.108967
323700,0.128061,0.129690,0.131637
323800,0.115410,0.115763,0.119274
323900,0.116767,0.119202,0.111625
324000,0.126413,0.128420,0.129234
324100,0.140201,0.141393,0.135363
324200,0.111887,0.110048,0.111878
324300,0.123404,0.124159,0.116225
324400,0.107763,0.109259,0.106028
324500,0.127065,0.127241,0.124939
324600,0.098079,0.098277,0.101400
324700,0.116520,0.125432,0.122485
324800,0.099395,0.102897,0.103550
324900,0.124143,0.127133,0.127536
325000,0.114239,0.115518,0.109722
325100,0.125491,0.127158,0.121019
325200,0.131091,0.127630,0.133157
325300,0.122113,0.116394,0.119217
325400,0.127881,0.120731,0.125100
325500,0.133513,0.130320,0.134078
325600,0.121892,0.125405,0.118813
325700,0.113134,0.110584,0.111475
325800,0.128857,0.138827,0.131536
325900,0.121562,0.126239,0.117076
326000,0.132556,0.133418,0.126926
326100,0.129856,0.128321,0.120728
326200,0.098783,0.103118,0.101955
326300,0.111362,0.111445,0.110597
326400,0.120692,0.122774,0.124287
326500,0.115822,0.119992,0.116301
326600,0.112246,0.107456,0.108747
326700,0.122527,0.117162,0.121824
326800,0.117679,0.122567,0.118885
326900,0.129481,0.126829,0.130067
327000,0.113507,0.112469,0.117889
327100,0.129605,0.125399,0.122992
327200,0.126988,0.124190,0.119129
327300,0.118467,0.123404,0.120937
327400,0.110771,0.112432,0.110656
327500,0.099954,0.097732,0.099802
327600,0.138402,0.131806,0.135819
327700,0.122594,0.121808,0.123972
327800,0.096811,0.095570,0.093868
327900,0.147071,0.137803,0.143905
328000,0.108936,0.109719,0.114181
328100,0.109086,0.114206,0.108316
328200,0.127986,0.127646,0.131175
328300,0.124749,0.126501,0.125308
328400,0.120717,0.116683,0.124799
328500,0.117465,0.114253,0.118244
328600,0.118196,0.119393,0.114740
328700,0.125953,0.123830,0.131128
328800,0.104525,0.104871,0.100409
328900,0.110898,0.108868,0.115242
329000,0.138503,0.139393,0.138018
329100,0.118283,0.116447,0.118579
329200,0.122234,0.121337,0.120716
329300,0.108484,0.110678,0.104654
329400,0.129044,0.129040,0.129934
329500,0.122153,0.126184,0.123851
329600,0.116040,0.120813,0.121871
329700,0.119406,0.119767,0.119244
329800,0.122130,0.121564,0.120791
329900,0.113696,0.113978,0.111010
330000,0.136354,0.129807,0.127045
330100,0.112055,0.113612,0.112166
330200,0.119026,0.121421,0.115018
330300,0.120559,0.116801,0.119550
330400,0.111410,0.107267,0.109453
330500,0.117158,0.117935,0.125443
330600,0.114021,0.112706,0.114675
330700,0.124969,0.127480,0.123422
330800,0.109922,0.108713,0.110034
330900,0.130799,0.125594,0.136925
331000,0.123469,0.120924,0.117728
331100,0.134132,0.138289,0.137781
331200,0.131406,0.134103,0.126043
331300,0.139958,0.143349,0.139485
331400,0.112235,0.113616,0.111527
331500,0.120061,0.120362,0.122061
331600,0.124964,0.119048,0.124421
331700,0.118259,0.120833,0.122971
331800,0.124474,0.119706,0.120673
331900,0.120680,0.119806,0.117700
332000,0.121338,0.126237,0.124801
332100,0.110473,0.110336,0.104211
332200,0.121915,0.111751,0.119012
332300,0.106824,0.104570,0.102280
332400,0.122209,0.116702,0.127314
332500,0.102688,0.108795,0.106974
332600,0.128255,0.127832,0.130096
332700,0.116446,0.120460,0.117965
332800,0.115709,0.113448,0.114916
332900,0.123748,0.119684,0.122884
333000,0.118474,0.118357,0.125657
333100,0.119093,0.125577,0.119780
333200,0.117711,0.115906,0.114865
333300,0.138438,0.136613,0.138687
333400,0.112675,0.109957,0.115482
333500,0.120438,0.120253,0.123982
333600,0.128803,0.134048,0.133943
333700,0.123056,0.119650,0.116749
333800,0.139009,0.141334,0.137906
333900,0.106349,0.116224,0.114572
334000,0.118782,0.119772,0.126392
334100,0.140524,0.135798,0.135384
334200,0.115304,0.113264,0.110983
334300,0.111634,0.112859,0.116895
334400,0.115278,0.118454,0.114576
334500,0.144793,0.142666,0.142342
334600,0.127721,0.130543,0.123269
334700,0.115350,0.114243,0.117981
334800,0.127674,0.129632,0.121289
334900,0.137599,0.141738,0.137222
335000,0.122541,0.116547,0.123467
335100,0.105262,0.106855,0.107927
335200,0.099757,0.104362,0.103641
335300,0.112921,0.112537,0.113497
335400,0.114378,0.117818,0.118311
335500,0.113045,0.113043,0.117675
335600,0.120837,0.115636,0.115586
335700,0.097255,0.091258,0.099157
335800,0.100369,0.106175,0.103286
335900,0.117319,0.115560,0.119633
336000,0.136497,0.134152,0.135459
336100,0.125558,0.123225,0.120568
336200,0.112600,0.123820,0.119276
336300,0.121035,0.123637,0.122602
336400,0.120310,0.121856,0.119803
336500,0.143427,0.144570,0.135285
336600,0.127389,0.135702,0.134680
336700,0.127020,0.121939,0.124223
336800,0.118672,0.111699,0.120322
336900,0.132261,0.133151,0.133019
337000,0.139800,0.138398,0.137680
337100,0.134233,0.130251,0.134540
337200,0.105635,0.108041,0.107471
337300,0.119454,0.120937,0.114001
337400,0.113977,0.116055,0.116949
337500,0.152611,0.157293,0.148265
337600,0.126999,0.132930,0.133608
337700,0.117361,0.123169,0.125070
337800,0.137024,0.130119,0.138024
337900,0.136118,0.134572,0.130762
338000,0.119013,0.114917,0.117823
338100,0.131947,0.126927,0.131842
338200,0.131094,0.123262,0.131580
338300,0.116863,0.115311,0.109209
338400,0.122001,0.124759,0.122613
338500,0.136955,0.134592,0.138886
338600,0.113947,0.113207,0.107267
338700,0.115923,0.118278,0.114169
338800,0.134319,0.136028,0.142700
338900,0.131132,0.129005,0.128132
339000,0.123751,0.126268,0.114588
339100,0.125413,0.126289,0.123196
339200,0.108506,0.115383,0.111235
339300,0.121386,0.122199,0.117223
339400,0.128723,0.128957,0.134643
339500,0.115731,0.113121,0.115041
339600,0.120999,0.119935,0.120523
339700,0.128172,0.129407,0.125851
339800,0.124519,0.123723,0.133970
339900,0.138832,0.137766,0.142747
340000,0.117730,0.119983,0.124082
340100,0.107391,0.107512,0.107133
340200,0.104206,0.106099,0.104741
340300,0.106880,0.106080,0.105208
340400,0.127633,0.130657,0.124969
340500,0.120753,0.115106,0.120290
340600,0.105316,0.110793,0.114604
340700,0.112693,0.111538,0.107134
340800,0.131680,0.130521,0.134621
340900,0.137373,0.139819,0.135383
341000,0.134593,0.130774,0.141019
341100,0.119855,0.115155,0.114173
341200,0.131022,0.132336,0.128819
341300,0.119848,0.124042,0.122552
341400,0.113499,0.114168,0.111390
341500,0.110621,0.117912,0.110686
341600,0.119147,0.113880,0.114287
341700,0.117410,0.120299,0.109995
341800,0.111939,0.116086,0.115509
341900,0.114284,0.110639,0.112005
342000,0.106508,0.112631,0.103467
342100,0.121571,0.114801,0.111301
342200,0.128255,0.125110,0.121997
342300,0.112284,0.117837,0.115263
342400,0.133142,0.140024,0.138259
342500,0.117850,0.118314,0.117686
342600,0.116376,0.117524,0.117662
342700,0.128546,0.122174,0.129624
342800,0.116161,0.116523,0.117328
342900,0.129617,0.130875,0.123532
343000,0.110045,0.108607,0.105007
343100,0.099904,0.096682,0.098496
343200,0.133900,0.134335,0.125905
343300,0.113481,0.112718,0.108459
343400,0.104030,0.099359,0.108181
343500,0.109513,0.112168,0.109424
343600,0.130862,0.130488,0.129696
343700,0.132875,0.131668,0.130624
343800,0.108834,0.109366,0.109797
343900,0.113244,0.112415,0.115404
344000,0.125372,0.116814,0.128387
344100,0.127719,0.125354,0.124423
344200,0.116461,0.114039,0.115425
344300,0.127816,0.123400,0.124371
344400,0.118527,0.117195,0.118903
344500,0.111372,0.110779,0.108065
344600,0.110287,0.111418,0.113835
344700,0.123719,0.125771,0.125948
344800,0.125092,0.124176,0.123737
344900,0.127681,0.128650,0.129561
345000,0.121943,0.118804,0.123297
345100,0.120675,0.121778,0.126759
345200,0.121140,0.125496,0.124936
345300,0.129528,0.126795,0.133281
345400,0.104197,0.099663,0.101325
345500,0.112825,0.109844,0.109622
345600,0.106324,0.107993,0.114419
345700,0.110237,0.107276,0.110079
345800,0.112392,0.110892,0.111387
345900,0.117569,0.122393,0.119979
346000,0.120824,0.130375,0.124333
346100,0.122121,0.115621,0.115231
346200,0.118656,0.121184,0.122233
346300,0.130820,0.130797,0.130139
346400,0.127645,0.133591,0.134205
346500,0.141799,0.141859,0.147079
346600,0.132096,0.128725,0.129755
346700,0.111130,0.107530,0.109333
346800,0.091085,0.092005,0.090162
346900,0.120930,0.124524,0.115093
347000,0.130130,0.128927,0.125158
347100,0.108664,0.102994,0.106285
347200,0.127926,0.123376,0.127136
347300,0.141097,0.133700,0.134030
347400,0.144010,0.138708,0.143368
347500,0.121945,0.115983,0.122219
347600,0.125639,0.128080,0.127719
347700,0.126141,0.127185,0.121475
347800,0.124006,0.128040,0.120021
347900,0.123092,0.136767,0.122192
348000,0.142683,0.137240,0.151751
348100,0.124874,0.128116,0.121628
348200,0.126907,0.130862,0.134475
348300,0.127704,0.131726,0.134075
348400,0.113945,0.115764,0.111460
348500,0.122060,0.114306,0.120698
348600,0.111216,0.110521,0.110637
348700,0.119716,0.119427,0.114179
348800,0.121929,0.126837,0.126727
348900,0.131097,0.131598,0.129693
349000,0.133198,0.136737,0.129327
349100,0.121640,0.121884,0.120510
349200,0.117864,0.116435,0.119861
349300,0.125195,0.125169,0.124463
349400,0.128318,0.130246,0.124907
349500,0.130231,0.130118,0.125925
349600,0.132394,0.130378,0.133805
349700,0.125916,0.126351,0.126828
349800,0.124173,0.121878,0.121434
349900,0.124871,0.122050,0.122967
350000,0.109684,0.105067,0.106396
350100,0.123257,0.127370,0.127071
350200,0.111678,0.110089,0.109230
350300,0.126278,0.128487,0.124586
350400,0.117204,0.116678,0.114192
350500,0.101856,0.100271,0.108000
350600,0.129315,0.125191,0.128476
350700,0.120962,0.117989,0.123642
350800,0.120862,0.122843,0.131527
350900,0.108527,0.106224,0.104193
351000,0.118075,0.115429,0.115807
351100,0.112246,0.110714,0.117580
351200,0.128134,0.132215,0.124805
351300,0.130257,0.135150,0.130296
351400,0.122865,0.123348,0.124296
351500,0.127901,0.122644,0.124778
351600,0.115934,0.111538,0.107582
351700,0.134505,0.134233,0.133053
351800,0.101698,0.099284,0.106179
351900,0.101333,0.099941,0.099270
352000,0.120633,0.122784,0.120115
352100,0.135715,0.124499,0.129062
352200,0.116475,0.118227,0.116419
352300,0.130308,0.131255,0.128702
352400,0.131991,0.128508,0.131548
352500,0.132546,0.132168,0.134965
352600,0.113914,0.111713,0.117561
352700,0.108560,0.110244,0.109699
352800,0.123894,0.121070,0.119931
352900,0.100938,0.102731,0.105023
353000,0.122768,0.121549,0.126161
353100,0.124682,0.118722,0.122443
353200,0.107946,0.109064,0.105949
353300,0.115043,0.118865,0.114258
353400,0.134902,0.132951,0.137925
353500,0.131772,0.131505,0.131898
353600,0.094551,0.094016,0.095669
353700,0.109831,0.112631,0.108692
353800,0.108154,0.114065,0.110229
353900,0.123018,0.126425,0.127318
354000,0.130965,0.120360,0.126435
354100,0.109056,0.115687,0.111403
354200,0.140278,0.132976,0.128428
354300,0.141024,0.137812,0.143236
354400,0.122105,0.120441,0.117600
354500,0.122304,0.117029,0.125948
354600,0.129070,0.129860,0.130566
354700,0.108440,0.103731,0.105754
354800,0.131300,0.134302,0.131343
354900,0.133908,0.125404,0.129117
355000,0.127877,0.127741,0.128711
355100,0.121027,0.118949,0.124412
355200,0.117803,0.125164,0.113131
355300,0.127547,0.131774,0.127360
355400,0.131369,0.134614,0.140645
355500,0.120722,0.121861,0.121872
355600,0.124691,0.126628,0.130114
355700,0.109221,0.110546,0.116792
355800,0.136031,0.133557,0.141695
355900,0.123972,0.126013,0.122611
356000,0.120270,0.123496,0.123632
356100,0.131975,0.132349,0.138783
356200,0.124389,0.124374,0.129278
356300,0.112044,0.115645,0.113229
356400,0.098892,0.103164,0.100822
356500,0.105412,0.110404,0.105939
356600,0.126790,0.129624,0.133591
356700,0.106536,0.106075,0.107582
356800,0.129643,0.131075,0.136492
356900,0.117155,0.119752,0.114633
357000,0.136320,0.132409,0.132982
357100,0.122599,0.124602,0.118768
357200,0.113033,0.111311,0.108500
357300,0.115037,0.117568,0.116395
357400,0.127369,0.122523,0.122213
357500,0.114001,0.110510,0.111060
357600,0.107233,0.108794,0.105903
357700,0.127982,0.122567,0.126430
357800,0.121734,0.116809,0.117867
357900,0.094910,0.095977,0.104558
358000,0.138882,0.130547,0.132865
358100,0.121380,0.121348,0.125525
358200,0.114539,0.106679,0.113203
358300,0.105416,0.106048,0.108666
358400,0.122359,0.117310,0.123219
358500,0.113804,0.111562,0.116191
358600,0.113242,0.110967,0.111962
358700,0.129372,0.129187,0.126820
358800,0.131580,0.132438,0.129246
358900,0.150825,0.146162,0.141419
359000,0.097117,0.097055,0.096435
359100,0.122013,0.126631,0.126808
359200,0.108440,0.116213,0.113562
359300,0.119316,0.121904,0.128180
359400,0.120595,0.122868,0.117786
359500,0.137698,0.141900,0.135083
359600,0.113056,0.119694,0.117503
359700,0.113598,0.111907,0.112524
359800,0.120570,0.123129,0.121787
359900,0.134587,0.132217,0.134003
360000,0.119009,0.116461,0.120695
360100,0.111996,0.111539,0.109383
360200,0.120047,0.127391,0.116779
360300,0.130927,0.129144,0.124485
360400,0.135778,0.137659,0.135373
360500,0.120691,0.119379,0.121115
360600,0.134778,0.132149,0.130855
360700,0.103639,0.100622,0.110076
360800,0.112862,0.105799,0.107130
360900,0.123503,0.126874,0.129076
361000,0.126835,0.123876,0.126422
361100,0.132209,0.127920,0.134510
361200,0.101670,0.100073,0.098669
361300,0.111195,0.107453,0.105420
361400,0.132517,0.132732,0.131060
361500,0.109508,0.108347,0.104327
361600,0.110156,0.101370,0.099246
361700,0.122852,0.122091,0.116561
361800,0.131316,0.129223,0.133125
361900,0.136998,0.131129,0.138058
362000,0.120543,0.123729,0.123465
362100,0.120943,0.117963,0.123699
362200,0.115744,0.113531,0.113920
362300,0.112078,0.112241,0.110286
362400,0.116236,0.111391,0.108948
362500,0.121062,0.117338,0.115892
362600,0.103296,0.109166,0.103153
362700,0.127264,0.127916,0.134237
362800,0.127998,0.122199,0.124059
362900,0.115450,0.111797,0.116872
363000,0.111019,0.111076,0.110753
363100,0.117590,0.118713,0.121790
363200,0.110510,0.107636,0.109284
363300,0.115511,0.113310,0.116315
363400,0.123616,0.120320,0.121132
363500,0.106652,0.107658,0.110554
363600,0.110344,0.103733,0.115472
363700,0.117565,0.118154,0.118041
363800,0.113015,0.108763,0.104585
363900,0.115012,0.121309,0.127065
364000,0.132270,0.124514,0.133100
364100,0.109318,0.112473,0.112997
364200,0.125252,0.129123,0.126870
364300,0.137833,0.140986,0.132489
364400,0.125180,0.127500,0.122419
364500,0.125318,0.121144,0.121501
364600,0.109015,0.108134,0.105461
364700,0.124252,0.119971,0.119003
364800,0.124870,0.132214,0.127818
364900,0.118734,0.118785,0.114965
365000,0.131892,0.126028,0.128443
365100,0.133908,0.130771,0.130748
365200,0.126546,0.118498,0.127806
365300,0.126172,0.125643,0.125521
365400,0.103626,0.102795,0.109091
365500,0.103240,0.104775,0.100193
365600,0.114917,0.118010,0.108701
365700,0.109847,0.113505,0.112664
365800,0.114854,0.115958,0.121242
365900,0.130838,0.131652,0.128025
366000,0.123568,0.125329,0.126778
366100,0.110193,0.110850,0.110391
366200,0.126424,0.125076,0.121997
366300,0.107634,0.102481,0.107439
366400,0.131644,0.131075,0.129027
366500,0.134977,0.138217,0.142228
366600,0.121150,0.123339,0.126537
366700,0.129237,0.126248,0.126367
366800,0.127877,0.132376,0.121319
366900,0.122194,0.119485,0.120270
367000,0.114006,0.117218,0.115143
367100,0.089014,0.097586,0.095596
367200,0.122919,0.120833,0.117633
367300,0.097755,0.103766,0.103766
367400,0.101742,0.104643,0.104071
367500,0.118097,0.120882,0.120627
367600,0.116502,0.116848,0.112227
367700,0.136343,0.135779,0.135845
367800,0.110845,0.107554,0.106132
367900,0.109989,0.108283,0.114296
368000,0.115262,0.106877,0.108834
368100,0.127965,0.122351,0.121719
368200,0.127202,0.126271,0.120039
368300,0.111547,0.117153,0.108709
368400,0.109064,0.108475,0.102497
368500,0.139511,0.134045,0.136260
368600,0.115436,0.108828,0.116007
368700,0.130604,0.128130,0.126831
368800,0.131422,0.131413,0.129793
368900,0.114650,0.122672,0.115298
369000,0.121322,0.119088,0.120759
369100,0.113921,0.114379,0.118590
369200,0.120874,0.119581,0.124443
369300,0.100402,0.101403,0.105339
369400,0.112433,0.119079,0.120452
369500,0.129210,0.124615,0.124742
369600,0.141120,0.141563,0.141232
369700,0.091800,0.096458,0.095843
369800,0.114294,0.109534,0.116521
369900,0.114414,0.115263,0.118178
370000,0.120230,0.116215,0.112705
370100,0.134374,0.131921,0.129240
370200,0.119908,0.118539,0.116544
370300,0.116047,0.121064,0.117462
370400,0.133361,0.137917,0.133864
370500,0.129796,0.121432,0.130142
370600,0.122931,0.123484,0.124637
370700,0.098711,0.095594,0.096961
370800,0.121176,0.120951,0.114691
370900,0.122584,0.121927,0.124983
371000,0.113599,0.115313,0.115017
371100,0.125581,0.122290,0.120578
371200,0.122611,0.131266,0.125598
371300,0.130823,0.134565,0.133320
371400,0.117585,0.112432,0.112369
371500,0.127015,0.128653,0.123241
371600,0.125827,0.126574,0.131026
371700,0.146570,0.143351,0.147788
371800,0.107578,0.109481,0.110533
371900,0.124056,0.125317,0.132294
372000,0.121447,0.119331,0.123918
372100,0.122187,0.115633,0.119338
372200,0.121349,0.120610,0.114646
372300,0.120964,0.127666,0.123200
372400,0.123528,0.120480,0.124969
372500,0.112877,0.114609,0.119782
372600,0.136631,0.132950,0.132921
372700,0.126037,0.128941,0.133708
372800,0.135640,0.135739,0.137302
372900,0.122840,0.119285,0.119044
373000,0.123665,0.127188,0.128867
